29;"Quanto inizia il ""Triduo pasquale""?";Inizia con la Messa Vespertina el Giovedç Santo;Inizia con la benedione degli ulivi;Inizia subito dopo Pasqua;.;1
30;E' vero che durante il Venerdç santo le campane delle chiese non suonano?;VERO;FALSO;;.;1
31;Con quale festa cristiana si ricorda la risurrezione di Gesó?;Pentecoste;Pasqua;Natale;.;2
32;Con quale rito inizia la Veglia pasquale?;Benedizione del fuoco;Via Crucis;Lavanda dei piedi;Adorazione della Croce;1
33;In quale giorno della settimana si celebra la festa di Pasqua?;Venerdç;Domenica;Mercoledç;.;2
34;Come si chiama popolarmente il lunedç che segue la domenica di Pasqua?;Pasquetta;Ferragosto;Carnevale;.;1
35;La festa di Pentecoste si celebra prima o dopo Pasqua?;   PRIMA;  DOPO;;.;2
36;Con quale festa si ricorda la discesa dello Spirito Santo sugli apostoli?;Pentecoste;Tutti i Santi;Natale;Ascensione;1
37;"Cosa significa la parola ""Pentecoste""?";Ascensione di Gesó;Cinquantesimo giorno;Battesimo di Gesó;Giorno del Signore;2
38;"Il ""tempo pasquale"" termina con la festa ..";di Maria Immacolata;di Pentecoste;di Cristo Re;del Corpus Domini;2
39;"Il ""Lunedç dell'Angelo"" ä il giorno successivo alla..?";Domenica di Pasqua;Prima domenica di Avvento;Domenica delle Palme;.;1
40;"La ""Via Crucis"" ä composta da 14 stazioni rappresentanti alcuni momenti della passione di Cristo";VERO;FALSO;;.;1
41;Come si chiama la domenica successiva alla Pasqua?;Domenica in Albis;Domenica santa;Domenica delle Palme;.;1
42;Con quale festivitÖ si ricorda il ritorno al cielo di Gesó?;Epifania;Lunedç dell'Angelo;Ascensione;.;3
43;Quanti giorni dopo Pasqua si celebra la festa di Pentecoste?;50;13;42;.;1
44;L'ultima domenica dell'anno liturgico ä consacrata alla solennitÖ_;di Cristo Re;del Corpus Domini;della Santissima TrinitÖ;.;1
45;Il 25 marzo ricorre un'importante festa mariana. Quale?;Maria SS.ma Ausiliatrice;Assunzione della B.V. Maria ;Annunciazione a Maria Della nascita del Signore;.;3
46;"In quale giorno si celebra la festa di ""Tutti i Santi""?";08-dic;06-gen;01-nov;.;3
47;"Com'ä anche chiamato l'""anno santo""?";Sacro crisma;Concilio;Giubileo;Anno bisestile;3
48;In quale giorno si celebra la festa di Maria Immacolata?;15-ago;08-dic;25-dic;08-set;2
49;In quale giorno si festeggia san Domenico Savio?;31-gen;08-set;06-mag;.;3
50;La domenica di Pasqua e la domenica di Risurreaione sono 2 giorni diversi?;   SI;    NO;;.;2
51;Quando si celebra la solennitÖ della Santissima TrinitÖ?;La domenica dopo Pentecoste;La domenica prima di Pasqua;La domenica prima di Natale;.;1
52;"Con quale nome ä chiamata la solennitÖ del ""Santissimo Sacramento del Corpo e Sangue di Cristo""?";Tutti i Santi;Corpus Domini;Ascensione;.;2
