95;Quale apostolo, dopo l'arresto di Gesu',neg— per tre volte di conoscerlo?;Pietro;Giovanni;Giacomo;.;1
96;Quale animale fece udire il suo verso dopo che Pietro neg— di conoscere Gesu'?;Cane ;Merlo;Gallo;Cavallo;3
97;Chi disse: " Ho fatto male, ho tradito un innocente"?;Giuda Iscariota;Pietro;Caifa;Ponzio Pilato;1
98;Per quante monete d'argento Giuda Iscariota tradi' Gesu'?;12;20;30;6;3
99;Chi era Pilato?;Il governatore romano;il sommo sacerdote;un brigante;un apostolo;1
100;" Sei tu il re dei Giudei?". Chi si rivolse a Gesu' con questa domanda?;Pilato;Caifa;Erode;.;1
101;Pilato, dopo aver interrogato Gesu' una prima volta, lo fece condurre da...;Salomone;Caifa;Erode;.;3
102;Chi si lav— le mani davanti alla folla durante il processo a Gesu'?;Pietro;Caifa;Pilato;.;3
103;Pilato propose di liberare Gesu' pppure un altro prigioniero. Come si chiamava costui?;Antonio;Barabba;Daniele;.;2
104;I soldati misero in testa a Gesu' una corona fatta di...;alloro;piume;rami spinosi;.;3
105;Come si chiamava l'uomo che aiuto' Gesu' a portare la croce?;Simone di Cirene;Giacomo di Zebedeo;Giuseppe d'Arimantea;Barabba;1
106;Verso quale luogo i soldati condussero Gesu' per crocifiggerlo?;Monte Sinai;Golgota;Getsemani;Lago di Galilea;2
107;Cosa significa la parola " Golgota"?;Luogo del Cranio;Collina della morte;Luogo della pace;.;1
108;Dopo aver crocifisso Gesu' i soldati si divisero le sue vesti. Vero o farlo?;Vero;Falso;.;.;1
109;In quale giorno della settimana Gesu' mori'?;Sabato;Venerdi;Giovedi;Domenica;2
110;Con Gesu' vennero crocifissi anche due apostoli. Vero o falso?;Vero ;Falso;.;.;2
111;Insieme a Gesu' vennero crocifissi dei briganti. Quanti erano costoro?;3;5;2;7;3
112;Un soldato, quando Gesu' era gia' morto, gli trafisse il costato con la lancia. Vero o falso?;Vero;Falso;.;.;1
113;Chi chiese a Pilato il permesso di prendere il corpo di Gesu' per seppellirlo?;Simone di Cirene;Giuseppe d'Arimatea;Giuda Iscariota;Pietro;2
114;Con che cosa venne chiusa la tomba di Gesu'?;con una grossa pietra;con un cancello di ferro;con una porta di legno;.;1
115;Dopo quanti giorni Gesu' risuscit—?;3;7;2;.;1
116;Quando le donne arrivavano alla tomba, chi disse loro che Gesu' era risorto?;una guardia;un apostolo;un angelo;.;3
117;Quali apostoli furono avvertiti da Maria Maddalena che Gesu' non era piu' nella tomba?;Pietro e Giovanni;Simone e Andrea;Tommaso e Giacomo;.;1
118;Gesu' risorto apparve agli apostoli  dicendo: " La pace sia con voi". Vero o falso?;Vero;Falso;.;.;1
119;Quale apostolo non era presente quando Gesu' risorto apparve la prima volta ai discepoli?;Pietro ;Giovanni ;Tommaso   ;.;3
120;A quale apostolo Gesu' risorto disse:" non essere incredulo ma credente"?;Andrea;Tommaso;Simone;.;2
121;Sulla riva di quale lago Gesu' apparve ai discepoli dopo la risurrezione?;Lago Maggiore;Lago di Tiberiade;Lago di Garda;.;2
122;Due discepoli erano diretti a Emmaus quando apparve loro Gesu' risorto. Vero o falso?;Vero;Falso;.;.;1
123;In quale momento i due discepoli di Emmaus capirono di trovarsi insieme a Gesu' risorto?;Quando Gesu' ascese al cielo;Quando Gesu' li saluto';Quando a tavola Gesu' pronunzio' la preghiera di benedizione e spezzo' il pane;.;3
124;Quanti giorni dopo la sua risurrezione,Gesu' sali' al cielo?;50;40;12;.;2
125;Dove si trovarono gli apostoli quando sali' al cielo Gesu' risorto?;sul Golgota;sul Monte Tabor;sul Monte degli Ulivi;.;3
126;In quale citta' ritornarono gli apostoli dopo l'ascensione di Gesu' al cielo?;Gerusalemme;Roma;Atene;.;1
127;Quale festa ebraica ricorreva quando avvenne la discesa dello spirito Santo sugli apostoli?;Pentecoste;Ascensione;Pasqua;.;1
128;Il giorno di Pentecoste lo Spirito Santo discese sugli apostoli sotto forma di...;lingue di fuoco;colomba;arcobaleno;.;1
129;Dopo che lo Spirito Santo era disceso sugli apostoli, essi...;scapparono spaventati;si misero a parlare in altre lingue;si misero a piangere;.;2
130;Come si comportava Saulo verso i cristianibprima della sua conversione?;li perseguitava;era indifferente;li ammirava;.;1
131;Chi disse: "Saulo, Saulo,perche' mi perseguiti"?;Anania;Pietro;Gesu';.;3
132;Verso quale citta' era diretto Saulo quando gli apparve Gesu'?;Roma;Damasco;Nazaret;Gerusalemme;2
133;Quale mestiere esercitava Paolo mentre svolgeva il suo apostolato?;Muratore;fabbricante di tende;vasaio;.;2
134;Quale discepolo prese il posto di Giuda Iscariota tra gli apostoli?;Paolo;Mattia;Stefano;.;2
135;In quale citta' i discepoli vennero per la prima volta chiamati "cristiani"?;Gerusalemme;Roma;Antiochia;.;3
136;Quale apostolo,rinchiuso in prigione, venne liberato da un angelo?;Giovanni;Mattia;Pietro;.;3
137;Da chi venne istituita la figura del "diacono"?;Da Gesu';Da Mose';Dagli apostoli;.;3
138;Quanti furono i primi diaconi istituiti dagli apostoli?;5;12;7;3;3
139;Chi fu il primo martire Cristiano?;Stefano;Luca;Pietro;.;1
140;Insieme a quale discepolo, Paolo compi' il suo primo viaggio missionario?;Simeone;Barnaba;Timoteo;.;2
141;Nella citta' di Filippi,Paolo battezzo'  una donna che  era commerciante di porpora. Come si chiamava?;Marta;Claudia;Lidia;.;3
142;Dove si trovava Paolo quando venne arrestato?;A Damasco;Nel tempio di Gerusalemme;A Roma;.;2
143;Verso quale citta venne condotto Paolo per essere giudicato dall'imperatore romano?;Roma ;Atene ;Gerusalemme;.;1
144;Su quale isola fece naufragio Paolo mentre veniva condotto a Roma?;Cipro;Sicilia;Malta;.;3
