32;Dopo aver fatto riempire dei recipienti d'acqua, Gesù tramutò l'acqua in vino. Vero o falso ;Vero ;Falso ;;;1
33;Quale evangelista riporta l'episodio delle nozze di Cana ? ;Marco ;Luca ;Giovanni ;Matteo ;3
34;Dove si trovava Maria quando Gesù venne crocifisso ? ;A Nazaret ;Accanto alla croce ;Da Pilato ;;2
35;Secondo la tradizione, quale discepolo era con Maria accanto alla Croce ? ;Giovanni ;Pietro ;Giuseppe ;;1
36;"Gesù in croce disse a Giovanni: "" Ecco tua madre "" . A chi si riferiva questa frase ? ";A Marta ;A Elisabetta ;A Maria, la madre di Gesù;;3
1;In quale data ricorre la Solennità di Maria Santissima Madre di Dio ? ;otto - dicembre ;1° gennaio ;15-ago;;2
2;"Durante quale Concilio si definì il titolo di "" Madre di Dio "" spettante a Maria ? ";Concilio di Efeso ;Concilio di Nicea ;Concilio di Basilea ;;1
3;In quale anno si tenne il Concilio di Efeso ;1536;325;431;;3
4;Di che colore sono i paramenti liturgici nella Solennità di Maria Santissima Madre di Dio ? ;Bianco ;Verde ;Viola ;;1
5;Quale altra ricorrenza si celebra nel giorno della  festa di Maria SS. Madre di Dio ? ;Pentecoste ;Giornata delle Missioni ;Giornata della Pace ;;2
6;"Per desiderio di quale Papa, dal 1968, si celebra la "" Giornata della Pace "" ";Giovanni  XXIII;Paolo VI ;Giovanni Paolo II ;;2
7;In quale data ricorre la festa della Beata Vergine Maria di Lourdes ? ;31-mag;11-feb;15-ago;;2
8;Che cosa si vuole ricordare con la festa della B.V. Maria di Lourdes ? ;L'apparizione della Madonna nella grotta di Massabielle nei pressi di Lourdes ;La nascita di Maria ;L'annunciazione a Maria ;;1
9;Dove si trova Lourdes ? ;In Spagna ;In Francia ;In Portogallo ;;2
10;A chi apparve la Madonna a Lourdes ? ;A tre pastorelli ;A Bernadette Soubirous ;Al Papa ;;2
11;In che anno la Madonna apparve a Bernadette Soubirous ;1858;1960;1423;;1
12;Cosa rispose la Madonna quando Bernadette le chiese il suo nome ? ;Io sono la Madonna ;Io sono Maria di Nazaret ;Io sono l'Immacolata Concezione ;;3
13;In quale anno papa Pio VII introdusse nel calendario liturgico la festa di Maria Ausiliatrice ? ;1815;1735;1927;;1
14;In quale data la Chiesa celebra la Festa di Maria Ausiliatrice ? ;24-set;24-giu;24-mag;;3
15;Santa Maria Domenica Mazzarello fondò, con San Giovanni Bosco, un Istituto religioso che venne chiamato ;Suore della Consolata ;Figlie di Maria Ausiliatrice ;Serve di Maria ;;2
16;"Le "" Figlie di Maria Ausiliatrice "" sono anche chiamate……..";Suore Salesiane ;Suore del sorriso ;Suore della carità ;;1
17;Quale Santo fece costruire, a Torino un Santuario in onore di Maria Ausiliatrice ?;Sant'Antonio da Padova ;San Giovanni Bosco ;San Filippo Neri ;;2
18;Quando la chiesa celebra la festa della Visitazione dlla Beata Vergine Maria ? ;31 ° maggio ;1° gennaio ;8 ° dicembre ;;1
19;Quale momento del Vangelo si ricorda con la festa della Visitazione della B. V. Maria ? ;Visita di Maria al Tempio ;Visita dei Magi ;Visita di Maria ad Elisabetta ;;3
20;La festa della Visitazione della B.V. Maria si pone tra due solennità importanti.Quali? ;Pasqua e Pentecoste ;Annunciazione del Signore e Natività di Giovanni Battista ;;;2
21;Come chiamò san Francesco di Sales , l'Ordine religioso da lui fondato ? ;Ordine dei Salesiani ;Ordine della Visitazione ;;;2
22;Quale festa mariana celebra la chiesa nel mese di luglio ? ;B.V. Maria del Rosario ;B.V. Maria Regina ;B.V. Maria del monte Carmelo ;;3
23;In quale data ricorre la festa della  B.V. Maria del Monte Carmelo ? ;4 ° luglio ;16 ° luglio ;28 ° luglio ;;2
24;L'origine della festa della B.V. Maria del monte Carmelo è legata ad un Ordine religioso. Quale ? ;Carmelitani ;Agostiniani ;Benedettini ;;1
25;Quale festa mariana celebra la chiesa il 5 agosto ? ;Dedicazione della Basilica di Santa Maria Maggiore ;Maria SS. Madre di Dio ;B.V. Maria Regina ;;1
26;"In quale città del Lazio si trova il santuario di "" Santa Maria Maggiore "" ? ";Frosinone ;Latina ;Roma ;;3
27;"Il Santuario venne denominato Santa Maria ""Maggiore "" perché è il più grande dei santuari mariani di Roma? ";Vero ;Falso ;;;1
28;Il 15 agosto la chiesa celebra un'importante festa mariana . Quale ? ;Immacolata Concezione ;Assunzione della B.V. Maria ;B.V. Maria Regina ;;2
29;Quando venne dichiarato da Pio XII il dogma dell' assunzione corporea di Maria in cielo ? ;1° novembre 1950 ;7° settembre 1320 ;15 ° agosto 1653 ;;1
30;Che cosè un dogma ? ;E' una festa mariana ;E' un tipo di chiesa ;E' una verità di fede da credere ;;3
31;Quanti giorni dopo la festa dell'assunzione della B.V.Maria la chiesa ricorda la B.V.Maria Regina ? ;quaranta ;trentadue ;sette ;;3
32;Papa Pio XII introdusse nel calendario liturgico la festa della Beata Vergine Maria Regina ? ;Vero ;Falso ;;;1
33;In quale giorno la Chiesa ricorda la B.V. Maria Regina ? ;31 ° maggio ;22 ° agosto ;8 ° settembre ;;2
34;L' 8 settembre la chiesa celebra la festa della …….;B.V. Maria Regina ;Assunzione della B.V. Maria ;Natività della B.V. Maria ;;3
35;Nel mese di settembre ricorre una seconda festa dedicata alla Madonna . Quale ? ;Annunciazione del Signore ;B.V. Maria Regina ;B.V. Maria Addolorata ;B.V. Maria Ausiliatrice ;3
36;La Chiesa ricorda la Beata Vergine Maria Addolorata il ……;15 ° settembre ;25 ° dicembre ;2 ° febbraio ;;1
37;Un tempo la ricorrenza della B.V. Maria Addolorata era chiamata ………;Festa del pianto di Maria ;Festa dei sette dolori della B.V. Maria ;B.V. Maria sofferente ;;2
38;Quale festa mariana ricorre il 7 ottobre ? ;B.V. Maria di Lourdes ;B.V. Maria del Rosario ;B.V. Maria Addolorata ;;2
39;"La chiesa ricorda la "" Presentazione della Beata Vergine Maria  al Tempio""  il …...";21 ° novembre ;1 ° gennaio ;25 ° marzo ;;1
40;In quale data si celebra la solennità dell'Immacolata Concezione della B.V. Maria ? ;15 ° agosto ;8 ° dicembre ;31 ° maggio ;;2
41;Con la solennità dell' Immacolata Concezione della B.V. Maria si ricorda che la Madonna nacque ;senza la colpa del peccato originale ;mentre nevicava ;in una grotta ;;1
42;In quale anno fu proclamato il dogma dell' Immacolata Concezione della B.V. Maria ? ;1947;1854;1374;;2
43;Dopo la solennità del Sacro Cuore di Gesù la chiesa celebra la festa del ……..;Cuore Immacolato di Maria ;Miracolo di Cana ;Battesimo di Gesù ;;1
44;La festa del Cuore Immacolato di Maria si celebra il sabato dopo la solennità del sacro Cuore di Gesù ?;Vero ;Falso ;;;1
45;Papa Pio XII, nel 1942, consacrò il mondo al cuore Immacolato di Maria . Vero o  Falso ? ;Vero ;Falso ;;;1
46;Quale mese è particolarmente, dedicato alla Vergine Maria ? ;dicembre ;maggio ;ottobre ;agosto ;2
47;Nel 1964 Papa Paolo VI , nella Basilica si Santa Maria Maggiore, proclamò la Madonna……..;Madre della Chiesa ;Patrona delle Suore ;Patrona di Roma ;;1
48;Il nome Maria deriva dall' ebraico Myriam che significa …….;Dio ascoltò ;Amata da Dio ;Dio ebbe misericoria ;;2
1;"In quale regione italiana sorge il santuario della "" Madonna di Oropa "" ? ";Lombardia ;Calabria ;Piemonte ;;3
2;Il Santuario sorge a pochi chilometri da Biella, nei pressi del torrente Oropa. Vero o Falso ? ;Vero ;Falso ;;;1
3;"A quale altitudine si trova il santuario della ""Madonna di Oropa "" ? ";655 metri s.l.m. ;1180 metri s.l.m. ;2135 metri s.l.m. ;;2
4;"Nel santuario di Oropa è collocata la statua della "" Madonna nera"" che, secondo la tradizione fu donata da .. ";Sant' Eusebio ;Santa Lucia ;San Pietro ;;1
5;Ogni cento anni ricorre la festa dell'Incoronazione della Madonna nera di Oropa. Vero o falso ? ;Vero ;Falso ;;;1
6;"Secondo la tradizione, la statua della ""Madonna nera "" è opera di uno degli evangelisti . Di chi si tratta?";Luca ;Giovanni ;Matteo ;;1
1;Su un monte a Genova sorge il santuario ……;della Madonna della guardia ;della Madonna del mare ;della Madonna delle Alpi ;;1
2;"Il santuario sorge sul monte dove i romani avevano un posto di ""guardia"" per scopi militari.Vero o falso?";Vero ;Falso ;;;1
3;Il 29 agosto 1490, ad un contadino che si trovava sul monte, apparve ……..;l'Angelo Gabriele ;la Vergine Maria ;San Pietro ;;2
4;Quale richiesta fece la Madonna al contadino ?;di recarsi dal Papa ;di piantare un albero ;di costruire una chiesa in quel punto ;;3
5;In quale data ricorre la festa principale del santuario della Madonna della guardia ? ;29 ° agosto ;8 ° dicembre ;24 ° giugno ;;1
6;"In aprile ricorre la"" festa dei fiori"", così chiamata perché vengono distribuiti dei fiori benedetti davanti alla statua della Madonna. ";Vero ;Falso ;;;1
1;"Su quale colle romano sorge il Santuario di ""Santa Maria Maggiore "" ? ";Colle Esquilino ;Colle Aventino ;;;1
2;Nella notte tra il 4 e 5 agosto dell'anno 352 due coniugi patrizi sognarono ….;il Colle Esquilino a Roma coperto di neve ;di aver vinto alla lotteria ;il luogo dove c'era un tesoro ;;1
3;Nel sogno i due coniugi sentirono una voce che li invitava a costruire sul colle Esquilino …..;una basilica in onore di Maria Santissima ;una scuola ;un ospedale ;;1
4;Sorpresi d'aver fatto lo stesso sogno, i due coniugi si recarono sul colle Esquilino e, nonostante fosse agosto ……..;lo videro innevato ;lo videro pieno di gente ;apparve loro la Madonna ;;1
5;I due coniugi decisero di parlare dell'accaduto con …..;il Papa ;il Sindaco ;il Parroco ;;1
6;Papa Liberio ascoltò il racconto dei coniugi, quindi li informò che anche lui aveva fatto lo stesso sogno. Vero o falso ? ;Vero ;Falso ;;;1
7;"Quando si celebra la festa della ""Dedicazione di Santa Maria Maggiore "" ? ";8 ° dicembre ;5 ° agosto ;15 ° agosto ;;2
8;"Durante la messa, il 5 agosto viene fatta scendere dalla cupola della cappella Paolina una ""nevicata"" di petali bianchi per ……";ricordare il prodigio che diede origine alla costruzione della Basilica ;per rallegrare i fedeli ;per profumare la chiesa ;;1
9;La Basilica di Santa Maria Maggiore è anche chiamata ? ;Madonna degli sposi ;Madonna della neve ;;;2
1;"Vicino a quale città si trova la basilica di ""Nostra Signora di Bonaria "" ? ";Cagliari ;Palermo ;Genova ;;1
2;Nel marzo del  1370 il comandante di una nave in balia di una tempesta fece gettare a mare il carico. Appena una cassa , di cui non si conosceva il contenuto, toccò le onde, la tempesta si calmò . Vero o falso ? ;Vero ;Falso ;;;1
3;La cassa si arenò vicino a cagliari, in un luogo chiamato …;Bonaria ;Golfo della Madonna ;Spiaggia dei miracoli ;;1
4;La cassa venne trovata da due monaci che l'aprirono e videro che conteneva ….;un prezioso vangelo ;una statua della Madonna con in braccio il bambino ;un quadro della Madonna ;;2
5;"Nel 1907, papa Pio X proclamò la "" Madonna di Bonaria "" ….";Patrona Massima della Sardegna ;Patrona di Cagliari ;Patrona delle città marinare ;;1
6;"La "" Madonna di Bonaria "" è la protettrice dei ……..";costruttori di navi ;falegnami ;marinai ;;3
1;"A Forlì si trova il santuario della ""Madonna del Fuoco "" .  Vero o falso ? ";Vero ;Falso ;;;1
2;Su quale materiale è raffigurata l'immagine della Madonna con il bambino che si trova nel santuario ? ;pietra ;carta ;metallo ;;2
3;All'interno di quale edificio era collocata , originariamente, l'immagine della Madonna ? ;in una scuola ;in una chiesa ;in un castello ;;1
4;Nel febbraio del 1428 la scuola venne distrutta da ………;un terremoto ;un bombardamento ;un violento incendio ;;3
5;Quando le fiamme vennero spente i cittadini videro che ……;l'immagine era bruciata ;l'immagine era rimasta intatta ;vi erano due immagini ;;2
6;L'immagine, che aveva resistito al fuoco, fu trasferita nella Cattedrale dove, in seguito, venne realizzata appositamente una cappella. Vero o falso ? ;Vero ;Falso ;;;1
1;In quale regione italiana sorge il santuario della  Madonna di Caravaggio ? ;Lombardia ;Lazio ;Puglia ;;1
2;L'origine del Santuario è legato all'apparizione della Vergine Maria ad una donna di Caravaggio, all'inizio del XV secolo. ;Vero ;Falso ;;;1
3;Sul luogo dove apparve la Madonna rimase l'impronta dei piedi e in quel punto ….;crebbe un roseto ;zampillò una sorgente ;il terreno divenne azzurro ;;2
4;La gente accorse alla sorgente e numerose furono le guarigioni miracolose . Vero o falso ? ;Vero ;Falso ;;;1
5;Un uomo che non credette all'apparizione, un giorno, gettò un ramo secco nella sorgente e………..;il ramo secco affondò ;apparve ancora la Madonna ;il ramo secco mise fiori e foglie ;;3
6;La festa principale del Santuario della Madonna di Caravaggio ricorre il ……;31 ° maggio ;26 ° maggio ;18 ° settembre ;;2
1;In quale città san Giovanni Bosco fece costruire un santuario in onore di Maria Ausiliatrice ? ;Parma ;Marsiglia ;Torino ;;3
2;In quale anno san Giovanni Bosco consacrò il santuario di Maria SS. Ausiliatrice ? ;1888;1868;1815;;2
3;Un momento devozionale importante è la processione in onore della Madonna che, il 24 maggio, partendo dal Santuario percorre alcune vie di Torino. Vero o falso ? ;Vero ;Falso ;;;1
1;In seguito a quale evento è stato costruito il santuario di Fatima ? ;All'apparizione della B.V. Maria a tre piccoli pastori ;A una carestia ;A una epidemia ;;1
2;In quale anno apparve la B.V. Maria a Fatima ? ;1901;1917;1945;;2
3;In quale nazione si trova il santuario di Fatima ?;Portogallo ;Spagna ;Italia ;;1
1;"In quale preghiera mariana diciamo "" Tu sei benedetta tra le donne "" ? ";Salve, Regina ;Ave, o Maria ;Magnificat ;;2
2;"Nella preghiera "" Ave, o Maria "" la frase: "" Tu se Benedetta tra le donne "" , richiama le parole che furono rivolte a Maria da ….";Zaccari ;Elisabetta ;Pietro ;;2
3;"In quale preghiera la Madonna è chiamata "" Madre di Dio "" ? ";Salve, Regina ;Magnificat ;Ave, o Maria ;;3
4;"La frase iniziale dell' "" Ave, o Maria "" richiama le parole dell'angelo Gabriele quando portò l'annuncio a Maria. Vero o Falso ? ";Vero ;Falso ;;;1
5;La lode che Maria elelvò a Dio quando fece visita ad Elisabetta viene chiamata …… ;Lode dell'Altissimo;Magnificat ;Gloria a Dio ;;2
6;"In quale preghiera Maria è chiamata "" Madre di Misericordia ""? ";Ave, o Maria ;Salve Regina ;Credo ;;2
7;"Che cos'è il "" rosario "" ? ";Una preghiera ;un mazzo di rose ;una collana ;;1
8;Recitando il rosario il fedele si sofferma su alcuni episodi della  vita di Gesù . Questi episodi sono riuniti in gruppi chiamati….;Canti ;Misteri ;Dogmi ;;2
9;"I "" Misteri "" , su cui si riflette recitando il rosario, sono denominati: Misteri della gioia, della luce, del dolore, della gloria.";Vero ;Falso ;;;1
10;"In quale gruppo di ""Misteri"" si riflette sulla "" Visita di Maria a S. Elisabetta "" ? ";Misteri del dolore ;Misteri della Gloria ;Misteri della gioia ;;3
11;Quale preghiera si recita durante la meditazione dei singoli momenti della vita di Gesù? ;Atto di Dolore ;Angelo di Dio ;Ave, o Maria ;;3
12;"Quante "" Ave, o Maria "" si recitano durante la meditazione dei singoli momenti della vita di Gesù? ";dodici ;dieci ;sette ;;2
1;Qual è il santuario, dedicato alla Madonna, più alto d'Italia ? ;Santuario della Madonna del Rosario ;Santuario della Madonna del Rocciamelone ;Santuario della Madonna del Sasso ;;2
2;Quale stato degli U.S.A richiama nel nome della Madonna ? ;California ;Maryland;Nevada ;;2
3;Tra le navi di Cristoforo Colombo ce n'era una il cui nome richiamava la Madonna. Quale ?;Maria dei venti ;Madonna dei marinai ;Santa Maria ;;3
