32;Papa Pio XII introdusse nel calendario liturgico la festa della Beata Vergine Maria Regina ? ;Vero ;Falso ;;;1
33;In quale giorno la Chiesa ricorda la B.V. Maria Regina ? ;31 ¯ maggio ;22 ¯ agosto ;8 ¯ settembre ;;2
34;L' 8 settembre la chiesa celebra la festa della __.;B.V. Maria Regina ;Assunzione della B.V. Maria ;NativitÖ della B.V. Maria ;;3
35;Nel mese di settembre ricorre una seconda festa dedicata alla Madonna . Quale ? ;Annunciazione del Signore ;B.V. Maria Regina ;B.V. Maria Addolorata ;B.V. Maria Ausiliatrice ;3
36;La Chiesa ricorda la Beata Vergine Maria Addolorata il __;15 ¯ settembre ;25 ¯ dicembre ;2 ¯ febbraio ;;1
37;Un tempo la ricorrenza della B.V. Maria Addolorata era chiamata ___;Festa del pianto di Maria ;Festa dei sette dolori della B.V. Maria ;B.V. Maria sofferente ;;2
38;Quale festa mariana ricorre il 7 ottobre ? ;B.V. Maria di Lourdes ;B.V. Maria del Rosario ;B.V. Maria Addolorata ;;2
39;"La chiesa ricorda la "" Presentazione della Beata Vergine Maria  al Tempio""  il _...";21 ¯ novembre ;1 ¯ gennaio ;25 ¯ marzo ;;1
40;In quale data si celebra la solennitÖ dell'Immacolata Concezione della B.V. Maria ? ;15 ¯ agosto ;8 ¯ dicembre ;31 ¯ maggio ;;2
41;Con la solennitÖ dell' Immacolata Concezione della B.V. Maria si ricorda che la Madonna nacque ;senza la colpa del peccato originale ;mentre nevicava ;in una grotta ;;1
42;In quale anno fu proclamato il dogma dell' Immacolata Concezione della B.V. Maria ? ;1947;1854;1374;;2
43;Dopo la solennitÖ del Sacro Cuore di Gesó la chiesa celebra la festa del __..;Cuore Immacolato di Maria ;Miracolo di Cana ;Battesimo di Gesó ;;1
44;La festa del Cuore Immacolato di Maria si celebra il sabato dopo la solennitÖ del sacro Cuore di Gesó ?;Vero ;Falso ;;;1
45;Papa Pio XII, nel 1942, consacrï il mondo al cuore Immacolato di Maria . Vero o  Falso ? ;Vero ;Falso ;;;1
46;Quale mese ä particolarmente, dedicato alla Vergine Maria ? ;dicembre ;maggio ;ottobre ;agosto ;2
47;Nel 1964 Papa Paolo VI , nella Basilica si Santa Maria Maggiore, proclamï la Madonna__..;Madre della Chiesa ;Patrona delle Suore ;Patrona di Roma ;;1
48;Il nome Maria deriva dall' ebraico Myriam che significa __.;Dio ascoltï ;Amata da Dio ;Dio ebbe misericoria ;;2
