27;Chi incontr— il servitore dopo essersi recato dal re?;un compagno che gli doveva una piccola somma di denaro;un amico d'infanzia;il figlio del re;.;1
28;Come si comporto' il servo nei confronti del compagno che gli doveva pochi soldi?;gli condono' il debito;lo fece mettere in prigione;lo mando' dal re;.;2
29;Il re, informati dell'accaduto, chiamo' il servitore e gli disse...;"""hai fatto proprio bene!""";"""dovevi anche tu avere pieta' del tuo compagno,cosi' come io ho avuto pieta' di te""";.;.;2
30;Qual e' l'insegnamento che Gesu' voleva trasmettere con la "parabola del servo crudele"?;bisogna perdonare con generosita' il nostro prossimo;non bisogna avere pieta';.;.;1
31;Gesu' racconto' di un uomo che cercava dei lavoranti perche'...;possedeva un campo di grano;possedeva una grande vigna;possedeva molte mucche;.;2
32;Quale paga concordo' il padrone della vigna con gli operai che incontro' al mattino presto?;una moneta d'argento al giorno;un sacco di grano al giorno;due otri di vino al giorno;.;1
33;Durante la giornata il padrone incontr— altri uomini che cercavano un lavoro. Cosa disse loro?;non ho piu' bisogno di operai;"andate nella mia vigna;vi paghero' quello che e' giusto";;.;2
34;Quale paga ebbero gli operi chiamati a lavorare per ultimi?;un sacco di grano;mezza moneta d'argento;una moneta d'argento;.;3
35;Cosa pensarono i primi lavoratori, quando videro che gli ultimi avevano ricevuto una moneta d'argento?;credevano di ricevere una paga maggiore di quella concordata;il padrone e' molto generoso;domani ce ne stiamo a casa;.;1
36;Con quali parole Gesu' concluse la parabola?;quelli che sono gli ultimi saranno i primi,e quelli che sono i primi saranno gli ultimi;nessuno sa il suo domani;.;.;1
37;Un padre disse al primo dei due figli di andare a lavorare nella vigna. Che cosa gli rispose costui?;no,non ne ho voglia;ci vado tra mezz'ora;va bene, ci vado subito;.;1
38;Cosa fece il primo figlio dopo aver detto di "no" al padre?;cambio' idea e ando' nella vigna;ando' a spasso con gli amici;.;.;1
39;Cosa rispose il secondo figlio alla richiesta del padre di andare nella vigna a lavorare?;solo se viene mio fratello;si,padre;.;.;2
40;Come si comporto' il secondo figlio che aveva detto di "si"?;non ando' a lavorare nella vigna;ando' a lavorare nella vigna;ando' in citta';.;1
41;"Chi dei due figli ha fatto la volonta' del padre?" chiese Gesu'. Cosa gli risposero?;il secondo;nessuno dei due;il primo;.;3
42;Dove raccont— Gesu' la "parabola dei due figli"?;nel tempio di Gerusalemme;sul monte degli Ulivi;a Nazaret;.;1
43;Nella"parabola delle dieci ragazza" Gesu' raccont— di alcune giovani che erano andare incontro allo sposo recando...;delle lampade ad olio;dei fiori;delle torte;.;1
44;Quante ragazze portarono con se'  anche una riserva d'olio per la' propria lampada?;tre;cinque;sei;.;2
45;Quale inprevisto caratterizzo' l'attesa delle dieci ragazze?;si mise a piovere;si alzo' un forte vento;lo sposo tardo' ad arrivare;.;3
46;Quale incoveniente comporto' il ritardo dello sposo?;le ragazze si stancarono di aspettare e se ne andarono;gli invitati si addormentarono ed arrivarono in ritardo;l'olio nelle lampade si consumo' e solo le ragazze con la riserva d'olio poterono accenderle;.;3
47;Cosa successe quando arrivo' lo sposo?;ci fu un grande applauso;solamente le cinque ragazze con le lampade accese entrarono nella sala del bachetto;le  dieci ragazze si misera a ballare dalla gioia;le dieci ragazze entrarono nella sala del banchetto;2
48;Cosa disse lo sposo alle ragazze che giunsero in ritardo al banchetto perche' erano andate a cercare altro olio per le lampade?;la festa e' gia' finita;non so chi siete;non c'e' piu' posto;.;2
49;Cosa significa la frase con cui Gesu' concluse la parabola:" State svegli,dunque,perche' non sapete ne' il giorno ne' l'ora"?;non bisogna arrivare in ritardo ad un matrimonio;chi tardi arriva,male allogia;l'ora del giudizio divino nessuno la conosce. Occorre quindi essere sempre pronti all'incontro ultimo con Dio;.;3
50;Com'e' anche conosciuta la "parabola delle monete d'oro"?;parabola dei talenti;parabola del tesoro nascosto;parabola del servo crudele;.;1
51;Cosa diede ai propri servi un uomo prima di affrontare un lungo viaggio?;cento pecore;delle monete d'oro;i terreni che possedeva;.;2
52;Che cosa fecero i primi due servi con il denaro ricevuto?;spesero il denaro al bar;regalarono i soldi ai poveri;investirono il denaro in un affare;.;3
53;Che cosa fece dei soldi ricevuti il terzo servo?;nascose i soldi in una buca;compro' una casa;impresto' i soldi ad un amico;.;1
54;Come si comporto' il padrone nei confronti dei servi che avevano fatto fruttificare i soldi?;li fece mettere in prigione;li lodo' e diede loro incarichi importanti;non li ringrazio' neppure;.;2
55;Come si comporto' il padrone con il servo che non aveva fatto fruttificare i soldi?;lo lodo' per la sua prudenza;lo sgrido' e lo fece cacciare fuori dalla casa;.;.;2
56;Nella "parabola del buon samaritano" Gesu' raccont— di un uomo che da Gerusalemme andava verso...;Gerico;Nazaret;Samaria;.;1
57;Lungo il viaggio l'uomo incontro' dei...;soldati;briganti;turisti;.;2
58;Quante persone passarono vicino all'uomo ferito dai briganti?;sei;due;tre;.;3
59;Come si comporto' la terza persona che passo' vicino all'uomo ferito?;si fermo' e lo soccorse ;fece finta di non vederlo;attese che passasse qualcun altro per soccorrerlo;.;1
60;Da quale regione proveniva l'uomo che soccorse il ferito?;dalla Giudea;dalla Samaria;dalla Galilea;.;2
61;Con che cosa curo' il Samaritano le ferite dell'uomo?;acqua e aceto;succo di arancia;olio e vino;.;3
62;Il Samaritano, dove porto' l'uomo ferito per curarlo meglio?;ad una locanda;a casa sua;all'ospedale;.;1
63;Che cosa disse, prima di riprendere il viaggio, il Samaritano all'albergatore?;chiama un'ambulanza;abbi cura di lui e anche se spenderai di piu' paghero' io quando ritorno;fatti pagare da lui;.;2
64;Chi dei tre uomini si e' comportato come "prossimo"per l'uomo ferito?;il primo;il secondo;quello che ha avuto compassione per lui;.;3
65;Un giorno un uomo ando' per raccogliere dei fichi da un albero che aveva piantato ma...;non ne trovo';l'albero era stato tagliato;l'albero era morto;.;1
66;Cosa disse al contadino il proprietario dell'albero?;metti piu' concime;taglialo;hanno rubato i fichi!;.;2
67;Cosa rispose il contadino?;provo a bagnare ancora;voglio zappare bene la terra attorno all'albero e metterci del concime. Se il prossimo anno non fara' frutti, lo farai tagliare ;lo taglio subito;.;2
68;Nella "parabola del padre misericordioso" Gesu' racconta di un uomo che aveva dei figli. Quanti erano?;due ;tre;sette;.;1
69;Quale figlio chiese al padre la sua parte di eredita'?;il piu' vecchio;il piu' giovane;.;.;2
70;Cosa fece il figlio piu' giovane con l'eredita'?;condussero una vita disordinata spendendo tutti i soldi;diede i soldi ai poveri;si compro' un castello;.;1
71;Cosa fece il figlio piu' giovane quando rimase senza soldi?;il falegname;il guardiano dei maiali;il lavapiatti;.;2
72;Quale decisione prese, infine, il figlio piu' giovane?;decide di ritornare dal padre,chiedendo di essere trattato come uno dei dipendenti;decise di andare all'estero;decise di rubare un maiale;.;1
73;Cosa fece il padre quando vide il figlio piu' giovane ritornare a casa?;lo prese a bastonate;fece finta di non vederlo;gli corse incontro,lo abbraccio' e lo bacio';.;3
74;Cosa disse il padre ai servi dopo il ritorno?;trattatelo come uno di voi ;dobbiamo festeggiare con un banchetto il suo ritorno;fate finta di nulla;.;2
75;Cosa rispose il padre al figlio piu' vecchio che non condivideva la festa per il fratello?;a casa mia faccio quello che voglio;non sei obbligato a venire alla festa;io non potevo non essere contento e non far festa, perche' questo tuo fratello era per me come morto e ora e' tornato in vita,era perduto e ora l'ho ritrovato;.;3
